cob_urb,precip,elev,hund,pob,viv_s_a,ocupantes,ingreso
83.78,672.7297297297,2218,16.7,3782,101,4.2977,0.488257614582832
82.35,665.9411764706,2219,16.79,658,35,3.8035,0.439459638880636
2.78,679.2916666667,2211,4.065,1466,150,3.7494,0.459738582401897
8.57,675.4,2219,13.699,859,46,4.0519,0.547050688086226
93.75,663.1666666667,2228,12.123,3940,244,3.9519,0.488879370659404
84.21,654.6842105263,2236,11.698,4684,265,4.2776,0.459169515322113
0,675.3,2281,0.057,846,53,3.4959,0.638425723004405
0,684.5606060606,2277,1.423,2733,219,3.2343,0.670830476394092
0,682.1276595745,2292,0,2082,116,3.3527,0.688830355006984
1.27,692.3164556962,2287,0.117,3131,161,3.4144,0.590538462279324
0,702,2288,0.567,378,34,3.2034,0.620385476015739
0,714.9508196721,2289,0.129,468,42,3.1837,0.627116423045294
0,685.3529411765,2301,0,266,30,3.1667,0.467465666300163
55.46,679.3025210084,2235,6.814,4969,551,3.7138,0.513611670767768
71.21,692.7954545455,2236,6.81,5557,663,3.8833,0.466207616777953
100,690.2222222222,2236,9.828,666,195,3.33,0.369992954291422
100,700,2241,4.316,16,0,5.3333,0
0,672,2234,3.471,28,0,2.3333,0
67.42,708.8651685393,2218,8.958,4731,147,3.8938,0.477625842044178
5.88,752.4117647059,2239,1.753,1814,98,3.7479,0.412435374751586
75.61,738.3048780488,2237,1.479,3988,395,3.7729,0.394954663056585
0,709,2218,13.164,169,4,4.122,0.460018536336229
0,648.2989130435,2257,0,6237,731,3.8453,0.28810229108006
0,653.0552763819,2261,0.389,6193,611,4.1564,0.308099322925766
0,641,2261,0,26,0,2,0
0,593.4468085106,2241,0.813,702,65,2.6591,0.814441020717488
0,597.7441860465,2229,1.766,535,38,3.3648,0.56701881188307
0,593,2248,0.385,340,8,4.6575,0.643104288608358
1.35,593.3986486486,2246,0.817,3571,90,4.0396,0.607662106428868
0,595.5681818182,2231,1.197,2958,92,3.8416,0.644857545344964
0,597,2237,1.284,96,3,3.6923,0.488686549464253
0,599,2372,1.993,6,0,6,0
0,594.6696428571,2227,0.799,1631,65,3.5689,0.727736616778777
60.34,594.1206896552,2249,0.7,3317,138,3.7565,0.57490578576308
0.38,594.5610687023,2241,2.068,3727,170,4.4316,0.455226580002563
15.38,592.8461538462,2239,1.848,2115,532,1.9803,0.730582236271108
100,584.453125,2236,0.013,8564,232,3.709,0.644857138808431
85.71,591,2249,0.091,1822,87,3.3493,0.56418748871803
100,589.2857142857,2245,0.805,7327,186,3.8401,0.647744235642947
100,591,2242,0.316,3703,88,3.8254,0.551547183512166
100,592.6,2243,0,2515,76,3.4032,0.553124825765875
85.6,591.68,2239,0.932,7834,451,3.6235,0.612310210882115
79.65,589.7876106195,2239,0.493,8320,449,3.7647,0.541172621957587
100,587.6363636364,2240,1.185,8137,272,3.8473,0.656043726249522
100,585.3846153846,2235,0.205,5684,280,3.8431,0.59276270733883
100,586.2857142857,2236,0.899,5163,174,3.9173,0.619351710472146
100,584,2248,0,5946,102,4.0176,0.567414564760836
100,585.325,2242,0,5576,128,3.8323,0.630074886389882
65,593.1,2245,0.156,1197,90,3.899,0.513625036788772
100,592.4651162791,2260,0,6779,1015,2.4411,0.733662529662092
90,595.8,2266,0,4360,692,2.3877,0.732484888375254
87.96,595.1481481481,2256,0,18711,3075,2.2874,0.716084557569115
100,594.6271186441,2254,0.072,10192,1364,2.5589,0.736893328003025
51.61,592.8709677419,2252,0.054,8621,773,2.9997,0.669624624813555
60.49,594.1358024691,2252,0.365,5980,271,3.8655,0.619607833651649
100,594.9787234043,2255,0,8572,1408,2.3256,0.740420124887083
100,593.8095238095,2255,0,4085,577,2.4668,0.701507440445877
93.55,594.5483870968,2256,0,6703,989,2.4051,0.722436425574129
97.06,596.5882352941,2258,0,6197,923,2.401,0.693000824581885
85.48,599.064516129,2259,0,9881,1586,2.3594,0.701999969763043
36.59,585.5691056911,2237,1.052,4207,761,2.2582,0.79788379673244
73.08,599.2307692308,2275,0,4728,863,2.2525,0.730848318554602
44.21,593,2244,2.869,5793,88,4.9093,0.565078349106198
26.67,593,2244,3.028,4691,188,4.1294,0.549837496862119
70.73,593,2245,3.658,5810,160,4.3882,0.58373447808193
39.02,594.3170731707,2245,2.64,3539,96,4.4628,0.558976440618839
0,598.1460674157,2251,2.747,1709,54,4.3933,0.498520764281819
0,593.2564102564,2242,3.022,196,12,4.3556,0.569546254614333
100,586.0857142857,2247,0,3637,126,3.9836,0.588019567309002
100,582.1333333333,2236,0.671,4385,221,3.9398,0.581024617436177
100,578.5,2249,20.239,10446,317,3.793,0.537019478664646
100,587.2558139535,2248,18.1,9573,174,3.7704,0.528863561563993
100,585.1578947368,2242,16.352,7543,173,3.7342,0.515450123808498
100,571.0289855072,2246,16.45,11949,219,3.6419,0.526919919561768
100,572.3043478261,2242,10.16,11734,388,3.683,0.533914168788252
100,576.9183673469,2234,7.185,4885,177,3.9587,0.543205666577524
100,588.5961538462,2238,0.307,12089,370,4.0966,0.533546168010138
100,583.4333333333,2250,0,14302,407,4.055,0.496736775595307
100,571.2881355932,2234,16.975,10051,186,3.968,0.592548560408564
100,576,2248,0.003,13252,314,4.017,0.549277332278286
100,571.2222222222,2239,22.986,2781,46,3.8465,0.515098644298405
100,571.5333333333,2229,23.947,2873,65,3.5957,0.512884163923886
100,572.9047619048,2230,20.791,4951,88,3.7508,0.562021905094766
100,596.3513513514,2239,15.868,7538,187,3.6717,0.487310935987894
100,595.4,2237,16.222,4641,90,3.8229,0.536448753242808
100,588.7083333333,2240,16.46,3707,89,3.9394,0.526948176533637
100,579.5333333333,2236,16.696,3393,62,3.9135,0.514225440235527
100,595.2,2236,15.291,5383,156,3.815,0.448890381591519
100,597.53125,2239,15.713,6378,156,3.9057,0.481963824780169
100,593.25,2236,14.961,8493,122,3.9301,0.496383410356799
100,594.0625,2238,11.996,6908,124,3.8463,0.471587979301066
100,586.8269230769,2234,14.268,10050,173,3.6759,0.520334316518564
100,574.8148148148,2241,25.366,11319,195,3.7172,0.533356429172073
100,571.3636363636,2236,14.047,4756,148,3.7302,0.502525753040387
100,575.4032258065,2236,4.864,6834,192,3.9709,0.516735708977891
100,569.3571428571,2240,23.94,5780,112,3.6421,0.526083047612869
100,570.0625,2242,12.84,9187,182,3.6198,0.539345000517251
100,570.45,2239,18.023,6548,152,3.6378,0.508213036237774
100,572.9230769231,2241,9.293,5588,112,3.905,0.571648486987177
100,573.34375,2238,9.272,6138,111,3.6777,0.55226302066199
100,574.2,2229,18.777,5452,129,3.5611,0.594362525318261
100,575.3,2233,7.82,4739,87,3.9824,0.590488830313325
100,576.3829787234,2247,0.347,8134,113,4.0287,0.533696934369197
100,577.1875,2246,0.267,6369,111,3.8437,0.533617522844349
100,576.4444444444,2230,6.925,1526,36,3.7402,0.685887569149988
100,578.5,2229,12.475,5970,173,3.6875,0.525946812364055
100,577.9,2251,0,6274,146,3.6016,0.513653501362603
87.3,578.1111111111,2237,0.22,7012,208,3.6616,0.577124274271036
100,578.2745098039,2234,8.292,9150,266,3.715,0.563774835614044
100,578.9756097561,2232,14.942,7808,224,3.8088,0.570674854053781
100,579.9090909091,2229,15.607,4451,145,3.772,0.511819479544118
100,583.0972222222,2236,0.599,7026,158,3.9273,0.584180614126076
100,586,2237,10.536,5545,85,3.8215,0.512626491335624
100,584.0465116279,2238,9.353,6989,179,3.815,0.512292689886799
100,596,2236,23.908,7769,118,3.9021,0.449363291799015
100,569.4782608696,2240,27.699,5236,75,3.7669,0.505633924495197
100,569,2239,27.302,1624,44,3.6494,0.524083085895351
100,599,2245,17.527,3994,79,3.8966,0.51110131235825
100,596.9523809524,2246,19.636,4565,84,3.7174,0.512616994150791
100,597.5,2245,16.569,7109,161,3.6382,0.49996106801716
100,597.2857142857,2243,16.252,6562,123,3.8828,0.494338532806016
100,594.7857142857,2237,15.975,7650,166,3.9251,0.477650032123307
94.44,594.9166666667,2236,16.606,6573,180,3.6375,0.46924088695427
100,583.8461538462,2288,0,2094,217,3.6166,0.458107217552912
100,586.1666666667,2267,0,7153,526,3.7333,0.522483174691153
100,588.7428571429,2268,0,5316,272,3.7358,0.521167987774162
100,586.3580246914,2249,0,8798,320,4.1835,0.543609431361476
100,597,2350,0,3047,130,3.9418,0.396345296610933
100,586,2305,0,5104,207,3.7835,0.449456064276092
100,581.7647058824,2320,0.002,4880,93,3.9739,0.495977205372013
41.67,581.5833333333,2273,0,3881,120,3.8388,0.494445785362867
100,598.5245901639,2236,14.193,6083,375,4.0392,0.457181744213125
100,590.3,2264,0,1576,164,3.5257,0.445965388114379
100,596.9473684211,2308,0,3444,471,4.0234,0.445894067508635
100,595,2239,15.039,3057,62,4.033,0.48840266431157
96.88,576.875,2235,28.415,6222,301,3.5677,0.455043911507709
100,596.6666666667,2268,0.055,70,2,3.8889,0.412093219119664
100,584,2281,0,800,46,3.5088,0.4776698496284
71.43,578.7142857143,2262,0,2570,99,3.7573,0.494626152729422
100,602.0606060606,2282,0,3385,863,3.5972,0.401857955821769
100,590.9,2238,13.029,1977,80,3.7232,0.428009308487967
96.97,598,2236,21.007,5126,94,3.7553,0.500367312870286
100,598.6666666667,2236,18.553,6574,203,3.8088,0.471088915549769
90,584.8571428571,2238,8.211,12431,333,3.9678,0.512960372872404
94.44,589.5666666667,2237,10.484,16477,432,4.0684,0.47728669555756
100,590.9166666667,2238,12.759,1824,95,3.5835,0.451459500219065
100,595,2236,16.253,1978,44,4.0203,0.47538724297677
100,597,2376,0,789,26,4.1526,0.362213699547219
100,604.75,2349,0,1454,392,3.6533,0.409004576318676
100,584,2287,0,323,12,3.8916,0.539571300673899
100,586,2400,0,644,58,3.8795,0.299348338298367
100,597,2361,0,462,21,4.1622,0.35845562455167
100,591,2238,13.427,1148,28,3.8267,0.467602473723371
100,570,2238,31.29,1159,44,3.5121,0.447417619611396
100,591,2238,9.248,588,8,3.9463,0.384700825276493
100,594,2308,0,3059,442,3.7259,0.400121239867996
100,586,2336,0,846,48,3.9167,0.323581667414549
96.55,593.5,2236,10.823,6925,696,3.6718,0.356144139415534
100,586,2390,0,390,22,4.2857,0.440351341904805
100,606,2385,0,564,140,4.0286,0.334160643682341
100,590,2237,8.645,137,0,4.2812,0
87.88,589.9696969697,2237,5.448,5251,542,4.0053,0.290147308682754
100,570,2234,20.512,1019,27,3.6655,0.383073812573432
100,583.0625,2240,0,4019,99,3.9057,0.586957654241007
100,586.6,2256,0,5108,120,3.8668,0.543065968834599
100,580.7826086957,2238,8.106,8617,284,3.7384,0.515706579762037
82.61,582.3768115942,2237,5.934,6499,444,3.5436,0.542493399513568
100,584,2236,1.059,391,82,2.6419,0.638366527510055
98.86,581.8181818182,2236,1.764,4376,229,3.529,0.558892957471719
100,578.1333333333,2236,8.111,7272,259,3.8992,0.523625191700277
100,582.7627118644,2236,3.506,6753,574,3.1839,0.63324988652116
100,587.125,2330,0,774,92,3.5668,0.395031086202972
100,596.9811320755,2272,0,3494,381,3.508,0.393375675497813
91.89,589.3783783784,2236,4.993,3620,545,3.5525,0.2924695476233
100,584.724137931,2260,0,2541,211,3.4199,0.494861565252246
100,585.40625,2256,0,2386,172,3.6152,0.516088147344484
100,588.1707317073,2237,0.798,2980,610,3.8752,0.537115350517654
100,593.4528301887,2240,0.118,3440,755,3.5427,0.44409243832888
100,596.44,2243,0,3859,481,3.5371,0.445098057347031
100,597.724137931,2254,0,2206,340,3.5581,0.372134830435766
100,614.7553191489,2273,0,4003,1147,3.442,0.318689176799753
100,612.202247191,2259,0,3646,0,3.6606,0.378592317911084
100,593.5961538462,2241,0,2502,733,3.3629,0.474877104443237
100,594,2244,0,4835,1200,3.6546,0.471147413434975
100,589.3214285714,2257,0,1624,478,3.2286,0.531448736557923
100,621.3953488372,2403,0,2144,0,3.4414,0.3065944334829
100,608.4705882353,2281,0,3449,1052,3.263,0.36350627021341
100,607.3975903614,2292,0,2557,703,3.5963,0.354035685692393
100,622.4255319149,2373,0,1044,0,3.3677,0
100,622.6896551724,2359,0,1069,308,3.4708,0.294027308264374
100,615.7567567568,2282,0,1522,492,3.0935,0.222611752125336
100,621.4318181818,2334,0,1016,266,3.763,0
100,624.4444444444,2365,0,654,179,3.6536,0
100,588.5,2382,0,89,20,3.2963,0
63.64,594,2336,0,115,34,3.3824,0
100,603.3529411765,2394,0,197,62,3.1774,0
97.62,620.6428571429,2322,0,308,0,3.1753,0
100,642.4852941176,2246,0.163,4610,145,3.6271,0.655648322417714
97.73,614.6363636364,2231,4.231,5794,280,3.355,0.793511776433136
100,640.9473684211,2251,0.188,3429,207,2.8456,0.827268117501071
100,626.6666666667,2248,0.424,2097,83,3.292,0.723588210333238
100,619.3636363636,2247,0.612,682,29,3.4796,0.795665684600927
89.33,616.2,2229,0.75,2561,162,3.1005,0.720817347510901
94.92,614.0847457627,2229,2.461,5214,303,3.3402,0.665705598906186
100,649.0833333333,2263,0,3270,154,3.6133,0.650171861261943
96.67,647.5333333333,2259,0.06,2345,95,3.3215,0.768760825453096
100,634.71875,2254,0.098,2076,64,3.3922,0.778119803659751
100,631.2820512821,2249,0,3512,322,2.7162,0.80739108266108
100,610.3,2236,0.213,3436,145,3.3038,0.747911262647676
100,609.5396825397,2229,2.692,6588,609,2.9022,0.809838341351091
100,629.7027027027,2249,0.164,3939,298,2.9484,0.754835284318909
100,608.2222222222,2236,0.323,1953,76,3.0853,0.824565392722017
100,607.1964285714,2236,1.761,3392,136,3.2615,0.808399413620052
100,607.3835616438,2230,4.016,3,0,3,0
100,604.3363636364,2229,4.225,3244,329,3.5299,0.687476575660335
100,622.875,2252,0.232,1833,103,3.2442,0.714700584558001
100,610.2352941176,2247,0.367,2734,112,3.3587,0.731758241012591
100,625.4736842105,2255,0.092,4573,181,3.4723,0.650688321998656
100,611.4655172414,2246,0.346,5134,191,3.5068,0.740400345899753
100,611.5405405405,2246,0.286,4297,138,3.5571,0.699285890138917
100,609.1428571429,2244,0.515,4271,57,3.6978,0.640399706508648
100,599.5555555556,2236,9.634,3241,120,3.408,0.739725317308815
100,598.2,2236,12.102,1316,43,3.2574,0.775305081535766
100,598.2222222222,2235,14.831,1697,46,3.5953,0.753749582707483
100,599.6,2234,16.439,1814,63,3.4487,0.753017564094301
100,599.6842105263,2234,18.039,3355,82,3.9057,0.721472324270433
100,598,2236,14.368,1668,51,3.303,0.736260119044176
100,598,2235,16.703,1931,69,3.5496,0.748478136909003
100,599.3461538462,2234,18.475,5484,165,3.5358,0.747676634954958
100,598.92,2234,16.232,5172,212,4.0375,0.785555064920181
82.35,598.9411764706,2227,16.851,7317,234,3.6062,0.7827446264297
96.41,618.0718562874,2235,1.09,3156,243,3.2875,0.638322879372365
100,602.375,2236,3.998,2569,141,3.3538,0.731286738045668
100,598.4444444444,2236,13.556,1998,92,3.2916,0.750940376027358
100,598.25,2237,14.259,1622,69,3.2967,0.732996935366528
100,598,2236,16.712,1837,78,3.2571,0.730056365543411
100,598.48,2235,17.771,3752,87,3.4078,0.823299290672608
100,599,2234,17.064,6027,178,3.4618,0.814181599427658
100,599.6,2238,13.466,1319,42,3.6741,0.796521852104188
100,598,2237,16.592,1895,47,3.5028,0.770019278740522
100,599.2,2238,14.213,1803,58,3.3764,0.763775776936336
100,598.6764705882,2235,16.134,5880,101,3.8786,0.803854970755682
100,597.5277777778,2233,15.432,7862,281,3.7563,0.759652790723386
100,600.3666666667,2237,7.589,11491,229,3.7056,0.645988481969352
100,599.8,2238,13.45,1798,48,3.5255,0.74609688346242
100,599,2235,16.994,4839,151,3.5581,0.773361242352269
100,598.3448275862,2237,16.889,4450,139,3.4469,0.806425405803033
100,597.7826086957,2239,15.713,4407,195,3.481,0.835843395746591
100,663.3414634146,2248,1.057,6260,243,3.6332,0.635618534205471
100,621.65,2233,4.646,2547,251,3.378,0.592873802934305
100,600.2068965517,2237,15.832,7041,154,3.5615,0.7010059212129
100,599.0909090909,2237,19.049,5272,272,3.1874,0.603095604984893
100,602,2238,15.199,2777,72,3.4756,0.749589320681722
100,603.32,2238,19.027,5782,140,3.6411,0.676794343643141
100,601.652173913,2237,21.361,7875,158,3.7252,0.63160397557212
100,604.2631578947,2238,17.587,5025,166,3.6151,0.657132210290668
100,602.0833333333,2237,20.663,6173,138,3.8011,0.649996062045823
100,600.8936170213,2238,19.796,5046,167,3.5361,0.689782315962207
100,653.0982142857,2240,3.534,7081,433,3.6425,0.650994638045975
100,648.4761904762,2238,4.524,802,90,3.4274,0.663013670867397
100,607.375,2239,17.177,5151,95,3.7544,0.611616348593007
100,605.0434782609,2239,18.91,5875,122,3.8779,0.600190365158845
100,604.2894736842,2238,20.795,4747,138,3.6572,0.618682652542343
100,602.9166666667,2239,20.283,5418,119,3.7573,0.705657524081835
100,645.350877193,2232,7.036,4087,166,3.7087,0.560586958769054
100,610,2240,16.893,6163,161,3.5748,0.615490283885299
100,608.7727272727,2239,19.525,5984,190,3.6938,0.596218220825266
100,607,2239,21.504,4368,70,3.8655,0.623399205451384
100,604.7727272727,2238,21.731,5491,106,3.7051,0.61280904519546
100,648.9473684211,2236,7.338,2638,112,3.4215,0.572238462766364
100,610.8787878788,2238,20.136,5924,147,3.65,0.618415531200784
100,609.0869565217,2239,21.844,5975,115,3.8524,0.630846169487962
100,604.625,2241,19.919,3177,56,3.7912,0.710809865660106
100,600,2240,16.782,3623,93,3.921,0.616188900273193
100,597.4285714286,2232,16.033,3048,44,3.7676,0.583716046806888
100,600,2240,18.899,4225,64,3.7257,0.616101626226959
100,597.8823529412,2232,16.28,2964,42,3.705,0.638843695159416
100,650.4133333333,2235,6.595,1620,41,3.9416,0.647063173147724
100,642.375,2232,11.488,2853,81,3.5222,0.600992217579678
100,622.3965517241,2236,18.194,10242,319,3.5003,0.662734250510365
100,612.152173913,2238,22.294,8249,118,3.5343,0.62006515567214
100,606,2240,21.197,3642,111,3.6862,0.696955372316988
100,658.9310344828,2241,3.469,4103,235,3.2384,0.642245296836977
100,652.2631578947,2234,7.945,6377,238,3.4733,0.599971357842358
100,652.6338028169,2232,10.791,355,12,3.0342,0.546142087084289
100,631.0476190476,2233,19.294,6479,307,3.3363,0.588254100128578
100,616.387755102,2235,20.51,7663,321,3.3877,0.587885240938273
100,611.4375,2239,23.464,5408,158,3.5862,0.778919620986904
100,606.12,2239,22.464,4017,132,3.5175,0.782228048905708
100,658.4137931034,2232,10.951,2277,84,3.3338,0.585506833884887
100,635.9824561404,2229,20.145,7808,332,3.3948,0.606610963773001
100,625.8888888889,2232,20.626,8054,245,3.5109,0.575049634172658
100,616.8222222222,2236,21.993,7566,63,3.8135,0.599051136119355
100,608.3461538462,2239,24.986,3392,137,3.4194,0.775405612363146
100,658,2231,11.926,6221,230,3.4163,0.593902614431642
100,662.8888888889,2228,10.038,1482,85,3.4789,0.712019799779087
100,661.2222222222,2228,11.747,1474,55,3.412,0.750634938251673
100,658.5,2228,13.118,1212,68,3.376,0.779509392395917
100,645.9,2229,15.596,1720,108,3.3333,0.765989063153538
100,645.7777777778,2229,17.584,2739,111,3.5992,0.656523041486262
100,642.5789473684,2229,19.901,3248,80,3.6993,0.632407971028774
100,631.2,2230,21.638,3628,69,3.4552,0.600103790895215
100,625.3846153846,2232,21.854,3680,91,3.5798,0.613551977263287
100,621.8260869565,2235,21.84,3834,52,3.7296,0.6300519677255
100,617,2238,22.932,5833,125,3.4413,0.643768711011436
100,609.3793103448,2238,26.923,6509,356,3.2271,0.783929412650251
100,600,2238,8.758,2178,78,3.4085,0.781310649636615
98.67,608.9866666667,2240,0,4820,163,3.589,0.630444696769356
95.56,687.8,2269,0.064,5477,447,3.1954,0.648514246607883
93.33,675.6666666667,2269,0.056,4655,124,3.5616,0.614431546010625
100,661,2259,0.115,1776,44,3.3958,0.71190097561758
100,639.8285714286,2246,0.988,1554,85,3.3205,0.733991288949824
84.44,606.0888888889,2238,1.999,6209,193,3.8375,0.703715467734742
0,605,2239,0.908,3815,184,3.5521,0.702532903306701
100,652.1304347826,2256,0.081,2387,90,3.3245,0.765855884945838
91.38,620.3103448276,2229,2.29,3860,232,3.1613,0.841688692105624
100,610.75,2237,3.429,5426,201,3.6637,0.742684174068835
100,609.5454545455,2238,3.289,6649,260,3.6898,0.730090310835817
97.3,604.2972972973,2237,2.669,6600,220,3.765,0.681011045907465
93.75,657.25,2268,0.051,4397,246,3.0943,0.837077346216
100,610.7692307692,2238,5.469,5910,275,3.4063,0.785423221595131
100,604,2238,5.65,6088,209,3.7814,0.678040711832621
100,641.5217391304,2263,0.062,2159,58,3.5336,0.697012109320616
100,608.1590909091,2239,7.541,7229,272,3.8148,0.72033911050279
100,605.1052631579,2239,8.91,5551,233,3.6472,0.673157797191448
100,647.1904761905,2268,0.173,8786,284,3.6547,0.606001707534969
96.15,674.6538461538,2266,0,6580,114,3.728,0.578697769837126
